guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_3864	Mouse	1737	1123	38	1638	1344	409	1124
mDDR_3865	Mouse	1639	1459	43	1539	1195	646	978
mDDR_3866	Mouse	3764	2289	92	4893	2589	1273	2449
mDDR_3867	Mouse	1629	581	26	1433	1110	380	1045
mDDR_3868	Mouse	1242	376	14	860	674	432	669
mDDR_3869	Mouse	3154	1668	42	3653	2559	1231	1999
mDDR_3870	Mouse	2062	900	19	1372	1075	399	1106
mDDR_3871	Mouse	2155	920	28	1917	1687	457	995
mDDR_3872	Mouse	3110	1220	50	2751	1741	793	2028
mDDR_3873	Mouse	933	813	13	727	704	278	700
mDDR_3874	Mouse	2561	1318	56	2328	1827	696	1919
mDDR_3875	Mouse	2524	1324	23	1774	1998	829	1735
mDDR_3876	Mouse	1768	1728	31	2489	2321	529	1613
mDDR_3877	Mouse	935	923	21	1201	678	210	510
mDDR_3878	Mouse	2097	1257	44	2162	1537	614	1276
mDDR_3879	Mouse	3284	1890	78	4157	3094	1144	2868
mDDR_3880	Mouse	2294	1430	52	2308	1470	741	1472
mDDR_3881	Mouse	2034	1239	22	1950	1105	317	950
mDDR_3882	Mouse	1900	733	19	1623	1308	269	954
mDDR_3883	Mouse	2235	1441	41	2116	1723	587	1415
mDDR_3884	Mouse	2016	937	24	2175	2321	504	1308
mDDR_3885	Mouse	688	696	18	1186	497	242	394
mDDR_3886	Mouse	1120	297	19	1435	867	477	906
mDDR_3887	Mouse	934	545	18	1008	637	255	510
mDDR_3888	Mouse	2355	1276	31	2029	2121	668	1612
mDDR_3889	Mouse	3413	2172	57	2798	3160	1064	2335
mDDR_3890	Mouse	1540	696	31	1900	1613	526	1464
mDDR_3891	Mouse	2366	1932	40	2176	1708	915	2055
mDDR_3892	Mouse	682	242	9	526	482	298	483
mDDR_3893	Mouse	3221	2487	41	3007	2737	1203	2077
mDDR_3894	Mouse	1382	891	13	1796	1072	428	1249
mDDR_3895	Mouse	1563	1435	22	2170	1185	635	1367
mDDR_3896	Mouse	1586	311	10	940	664	286	627
mDDR_3897	Mouse	677	110	3	263	199	139	319
mDDR_3898	Mouse	1564	1062	40	1332	1277	443	1024
mDDR_3899	Mouse	2078	1536	36	2946	1735	515	1482
mDDR_3900	Mouse	1891	1061	34	2894	1606	632	1194
mDDR_3901	Mouse	1485	1850	33	1763	1151	541	1001
mDDR_3902	Mouse	2425	1156	28	1770	2039	720	1501
mDDR_3903	Mouse	2585	1745	33	3003	1959	732	1847
mDDR_3904	Mouse	2646	1691	39	2488	2221	742	1715
mDDR_3905	Mouse	2281	1315	41	3828	2258	707	1483
mDDR_3906	Mouse	1423	424	19	1828	1389	540	1233
mDDR_3907	Mouse	1279	877	28	2004	1063	395	943
mDDR_3908	Mouse	1678	1266	28	2071	1140	492	962
mDDR_3909	Mouse	2056	625	17	1214	855	337	943
mDDR_3910	Mouse	1884	1053	23	2278	1878	703	1348
mDDR_3911	Mouse	852	288	16	1030	369	310	549
mDDR_3912	Mouse	1764	1069	15	1350	1001	499	871
mDDR_3913	Mouse	1610	884	20	2030	1461	353	1131
mDDR_3914	Mouse	1473	959	15	1509	1234	386	835
mDDR_3915	Mouse	2165	828	42	2249	2108	692	1511
mDDR_3916	Mouse	1580	727	30	1100	1412	429	1427
mDDR_3917	Mouse	1487	384	20	1083	988	352	1015
mDDR_3918	Mouse	920	492	22	1533	823	414	481
mDDR_xx	53BP1-intron	0	124	5	144	869	66	214
