guide	gene	MCF10Awt	MCF10Ako	MCF10Awt_treated	MCF10Ako_treated	L1	L2
AHCY_536	AHCY	1	0	0	0	503	383
AHCY_537	AHCY	1	585	2	0	747	453
AHCY_538	AHCY	154	1	0	0	577	557
AHCY_539	AHCY	2	4	0	0	859	694
AHR_540	AHR	569	1005	0	79	1490	1240
AHR_541	AHR	1533	652	327	963	1615	1272
AHR_542	AHR	76	695	615	314	1581	1099
AHR_543	AHR	3532	1409	0	339	1724	1112
AHSG_544	AHSG	2	0	0	0	417	501
AHSG_545	AHSG	1	375	960	0	441	284
AHSG_546	AHSG	1	584	0	641	708	567
AHSG_547	AHSG	368	3	0	527	621	386
AIF1_548	AIF1	6	726	2026	35	1282	985
AIF1_549	AIF1	717	2	1441	4	935	780
AIF1_550	AIF1	1	206	1281	1	562	467
AIF1_551	AIF1	727	212	0	1	617	516
AIM1_552	AIM1	238	30	0	1	594	556
AIM1_553	AIM1	2	101	0	335	542	443
AIM1_554	AIM1	223	459	0	0	721	557
AIM1_555	AIM1	1	538	0	321	649	607
AK1_556	AK1	676	663	2	1	928	579
AK1_557	AK1	479	214	641	1	455	314
AK1_558	AK1	707	527	0	1988	1275	1009
AK1_559	AK1	2687	1465	5	3241	1752	1392
AK2_560	AK2	982	1571	607	524	1403	1072
AK2_561	AK2	817	194	1001	0	1071	695
AK2_562	AK2	2429	586	708	712	2190	1442
AK2_563	AK2	900	52	0	313	610	482
AK4_564	AK4	617	1364	2	4	961	764
AK4_565	AK4	1748	725	2	153	1261	779
AK4_566	AK4	1405	126	670	4	1455	962
AK4_567	AK4	1311	787	313	2525	1568	1275
AKT1_568	AKT1	1050	30	635	1	921	793
AKT1_569	AKT1	2915	617	560	256	988	542
AKT1_570	AKT1	1725	608	0	380	1151	752
AKT1_571	AKT1	587	200	0	152	927	609
AKT2_572	AKT2	0	0	0	0	6	5
AKT2_573	AKT2	613	237	2	3	861	697
AKT2_574	AKT2	1219	527	1540	355	1265	952
AKT2_575	AKT2	594	436	3	1332	1540	1416
ALAD_576	ALAD	253	704	0	281	764	530
ALAD_577	ALAD	1	459	610	0	549	441
ALAD_578	ALAD	563	140	0	361	545	370
ALAD_579	ALAD	495	762	736	1531	628	471
ALAS1_580	ALAS1	533	496	0	705	1091	811
ALAS1_581	ALAS1	1197	731	0	693	1368	1178
ALAS1_582	ALAS1	636	500	0	254	1188	899
ALAS1_583	ALAS1	1	1453	0	1195	988	772
ALAS2_584	ALAS2	317	55	0	2	733	588
ALAS2_585	ALAS2	301	920	460	652	1016	762
ALAS2_586	ALAS2	366	2	20	80	567	470
ALAS2_587	ALAS2	80	554	0	0	704	633
ALB_588	ALB	1819	2	674	321	610	474
ALB_589	ALB	1	255	0	0	566	549
ALB_590	ALB	929	1640	0	2	1060	776
ALB_591	ALB	1719	4	0	0	709	605
ALCAM_592	ALCAM	1	438	0	0	533	312
ALCAM_593	ALCAM	394	911	0	3	1132	638
ALCAM_594	ALCAM	972	231	195	307	1512	1241
ALCAM_595	ALCAM	406	1086	0	941	1311	892
ABCD1_596	ABCD1	136	1	0	0	1100	840
ABCD1_597	ABCD1	553	189	0	0	1094	672
ABCD1_598	ABCD1	640	870	2	1	882	628
ABCD1_599	ABCD1	645	338	3	0	1163	897
ALDH1A1_600	ALDH1A1	2105	1640	0	5	857	687
ALDH1A1_601	ALDH1A1	10	1345	0	672	1335	1070
ALDH1A1_602	ALDH1A1	659	468	0	6	1280	1336
ALDH1A1_603	ALDH1A1	608	2035	687	1119	1706	1282
ALDH2_604	ALDH2	747	378	740	1895	1557	1137
ALDH2_605	ALDH2	688	1579	0	0	1230	551
ALDH2_606	ALDH2	453	377	0	312	2057	1658
ALDH2_607	ALDH2	707	1651	1281	2	1638	1356
ALDH3A1_608	ALDH3A1	5	246	0	752	906	586
ALDH3A1_609	ALDH3A1	640	870	0	361	606	463
ALDH3A1_610	ALDH3A1	523	1	0	0	681	621
ALDH3A1_611	ALDH3A1	1	521	0	1	789	604
ALDH1B1_612	ALDH1B1	0	0	0	0	544	380
ALDH1B1_613	ALDH1B1	338	958	0	2	1257	1156
ALDH1B1_614	ALDH1B1	0	2	1152	0	737	431
ALDH1B1_615	ALDH1B1	677	489	0	309	790	461
ALDH1A3_616	ALDH1A3	6	3	0	483	468	288
ALDH1A3_617	ALDH1A3	677	660	0	609	771	556
ALDH1A3_618	ALDH1A3	0	3	0	0	579	387
ALDH1A3_619	ALDH1A3	0	405	0	1	729	520
ALDH3B1_620	ALDH3B1	1	1	0	358	360	245
ALDH3B1_621	ALDH3B1	0	1	0	0	717	611
ALDH3B1_622	ALDH3B1	2	92	0	0	673	547
ALDH3B1_623	ALDH3B1	2	658	582	0	465	516
ALDH3B2_624	ALDH3B2	908	603	3	737	1241	973
ALDH3B2_625	ALDH3B2	337	512	1074	319	983	637
ALDH3B2_626	ALDH3B2	727	2310	2	2	1235	1168
ALDH3B2_627	ALDH3B2	3172	108	2	1209	1580	1034
ALDH9A1_628	ALDH9A1	829	726	2	343	606	376
ALDH9A1_629	ALDH9A1	4	1351	0	270	1134	742
ALDH9A1_630	ALDH9A1	249	417	0	1227	883	555
ALDH9A1_631	ALDH9A1	1	566	0	1	844	556
ALDH3A2_632	ALDH3A2	605	845	2	323	1786	1147
ALDH3A2_633	ALDH3A2	242	438	644	0	967	874
ALDH3A2_634	ALDH3A2	0	0	0	0	4	1
ALDH3A2_635	ALDH3A2	0	1	0	0	481	290
ABCD2_636	ABCD2	310	1592	0	2	1175	1020
ABCD2_637	ABCD2	355	694	695	338	1293	1004
ABCD2_638	ABCD2	1105	40	0	0	977	717
ABCD2_639	ABCD2	233	87	0	0	1522	1137
ALDOA_640	ALDOA	616	1907	0	2631	1731	1585
ALDOA_641	ALDOA	602	732	1424	661	891	550
ALDOA_642	ALDOA	878	1079	690	102	2368	1776
ALDOA_643	ALDOA	692	2076	0	355	1695	1330
ALDOB_644	ALDOB	626	500	0	2	417	367
ALDOB_645	ALDOB	461	140	0	26	1208	842
ALDOB_646	ALDOB	383	177	0	0	635	377
ALDOB_647	ALDOB	465	446	341	0	994	799
ALDOC_648	ALDOC	1674	1035	1536	897	1895	1470
ALDOC_649	ALDOC	2	1845	0	566	1265	795
ALDOC_650	ALDOC	1072	178	0	306	1658	1036
ALDOC_651	ALDOC	124	257	623	980	1263	1057
AKR1B1_652	AKR1B1	329	372	3	296	934	627
AKR1B1_653	AKR1B1	861	377	0	0	1024	860
AKR1B1_654	AKR1B1	288	135	0	1282	300	188
AKR1B1_655	AKR1B1	0	804	0	1	566	328
ALK_656	ALK	137	0	0	313	279	270
ALK_657	ALK	1434	1324	2	2	1070	905
ALK_658	ALK	780	1180	302	100	427	356
ALK_659	ALK	747	1130	2	1	795	782
ALOX12_660	ALOX12	496	63	490	0	1239	1029
ALOX12_661	ALOX12	652	495	0	760	1185	996
ALOX12_662	ALOX12	4	278	2	553	938	832
ALOX12_663	ALOX12	1379	1132	3	0	1399	1215
ALOX5_664	ALOX5	2	252	0	1	665	477
ALOX5_665	ALOX5	1056	9	0	1	692	585
ALOX5_666	ALOX5	0	538	0	0	726	420
ALOX5_667	ALOX5	444	1081	0	186	880	633
ALOX5AP_668	ALOX5AP	400	7	1335	364	1335	872
ALOX5AP_669	ALOX5AP	561	996	679	1834	1588	1390
ALOX5AP_670	ALOX5AP	419	5	2	619	1821	1206
ALOX5AP_671	ALOX5AP	140	2345	1178	1219	1392	1104
ALOX12B_672	ALOX12B	1	495	3	1347	1018	686
ALOX12B_673	ALOX12B	2	590	0	2	1453	1036
ALOX12B_674	ALOX12B	572	2	2	831	1342	1115
ALOX12B_675	ALOX12B	914	161	1984	3	1102	772
ALOX15_676	ALOX15	120	300	0	715	1076	925
ALOX15_677	ALOX15	536	301	0	650	789	530
ALOX15_678	ALOX15	1	257	256	680	446	431
ALOX15_679	ALOX15	1	1557	708	1	571	404
ALOX15B_680	ALOX15B	267	0	0	0	571	438
ALOX15B_681	ALOX15B	1169	415	0	1	1121	721
ALOX15B_682	ALOX15B	511	234	522	942	988	650
ALOX15B_683	ALOX15B	520	1	3	316	690	557
ALPI_684	ALPI	519	2	0	660	460	347
ALPI_685	ALPI	1	2	0	305	490	332
ALPI_686	ALPI	1	607	0	0	493	279
ALPI_687	ALPI	412	206	703	340	640	561
ALPL_688	ALPL	212	666	1470	2	651	555
ALPL_689	ALPL	220	571	3	642	927	765
ALPL_690	ALPL	1408	227	0	632	850	624
ALPL_691	ALPL	462	1041	0	1	1366	1203
ALPP_692	ALPP	8	62	1084	1045	1877	1556
ALPP_693	ALPP	379	1843	0	297	1792	1280
ALPP_694	ALPP	0	939	0	684	439	360
ALPP_695	ALPP	757	76	227	1	1180	884
ALPPL2_696	ALPPL2	799	568	341	715	1573	1403
ALPPL2_697	ALPPL2	736	1292	0	1	945	624
ALPPL2_698	ALPPL2	1954	454	2	182	1170	1163
ALPPL2_699	ALPPL2	1	734	0	2	1137	815
ALX3_700	ALX3	929	1439	550	2	1306	897
ALX3_701	ALX3	1195	816	0	637	1785	1249
ALX3_702	ALX3	576	315	0	3070	1143	1001
ALX3_703	ALX3	1	264	0	310	846	522
AMBN_704	AMBN	1	962	0	294	1374	1245
AMBN_705	AMBN	906	830	2	1190	1130	1003
AMBN_706	AMBN	1169	1362	3	663	1445	1322
AMBN_707	AMBN	1236	0	0	276	1409	959
AMBP_708	AMBP	592	360	0	1	700	484
AMBP_709	AMBP	0	0	0	0	339	234
AMBP_710	AMBP	1	0	0	0	395	363
AMBP_711	AMBP	957	762	565	1	494	388
AMD1_712	AMD1	499	2	0	568	395	211
AMD1_713	AMD1	332	417	0	0	580	356
AMD1_714	AMD1	752	2	2	0	726	474
AMD1_715	AMD1	1	1	713	363	424	303
AMELX_716	AMELX	397	682	0	0	596	448
AMELX_717	AMELX	1022	1230	2	1	1676	1341
AMELX_718	AMELX	6	386	591	1165	1399	1103
AMELX_719	AMELX	2499	388	0	5	1862	1305
AMELY_720	AMELY	647	88	0	0	583	409
AMELY_721	AMELY	237	288	391	329	737	550
AMELY_722	AMELY	451	97	688	0	977	667
AMELY_723	AMELY	2	229	0	0	674	522
AMFR_724	AMFR	413	312	0	1113	1257	1306
AMFR_725	AMFR	1036	0	657	12	1275	862
AMFR_726	AMFR	716	946	2	596	1647	1233
AMFR_727	AMFR	1211	1205	2	4	1742	1322
AMH_728	AMH	6	403	0	311	945	744
AMH_729	AMH	1726	737	695	581	1315	1016
AMH_730	AMH	1704	110	3	228	806	516
AMH_731	AMH	5	553	0	1	1052	867
AMHR2_732	AMHR2	962	1	0	3	824	712
AMHR2_733	AMHR2	1410	549	695	2	782	712
AMHR2_734	AMHR2	472	207	0	0	644	403
AMHR2_735	AMHR2	812	419	0	323	793	516
AMPD1_736	AMPD1	0	98	0	3	433	421
AMPD1_737	AMPD1	268	0	0	0	241	176
AMPD1_738	AMPD1	0	178	0	1	241	157
AMPD1_739	AMPD1	0	0	0	2	865	707
AMPD2_740	AMPD2	478	129	0	1	554	415
AMPD2_741	AMPD2	0	229	0	0	395	425
AMPD2_742	AMPD2	4	277	0	0	472	350
AMPD2_743	AMPD2	0	0	560	0	309	235
AMPD3_744	AMPD3	0	1	0	0	538	502
AMPD3_745	AMPD3	0	1	29	0	536	339
AMPD3_746	AMPD3	558	617	0	261	1185	845
AMPD3_747	AMPD3	228	1162	0	0	986	874
AMPH_748	AMPH	0	0	0	0	468	426
AMPH_749	AMPH	0	435	0	0	301	226
AMPH_750	AMPH	2	752	2	541	533	406
AMPH_751	AMPH	0	134	0	1	606	498
BIN1_752	BIN1	340	846	3	0	893	597
BIN1_753	BIN1	680	543	734	52	1155	763
BIN1_754	BIN1	859	612	1231	638	1407	1481
BIN1_755	BIN1	6	171	661	342	1403	873
AMT_756	AMT	870	1	0	0	377	327
AMT_757	AMT	1788	1	0	635	564	500
AMT_758	AMT	1793	3	648	786	1409	1019
AMT_759	AMT	760	523	0	604	1576	1215
AMY1A_760	AMY1A	528	1736	2	1	717	707
AMY1A_761	AMY1A	756	706	0	2	846	576
AMY1A_762	AMY1A	295	1	0	268	882	860
AMY1A_763	AMY1A	2908	964	3	593	2479	1789
AMY1B_764	AMY1B	792	967	0	293	1211	1053
AMY1B_765	AMY1B	383	886	0	0	1112	716
AMY1B_766	AMY1B	2	580	648	561	969	938
AMY1B_767	AMY1B	213	597	0	212	1517	1054
AMY1C_768	AMY1C	1	306	0	0	703	442
AMY1C_769	AMY1C	1	0	0	0	387	247
AMY1C_770	AMY1C	0	0	0	0	455	304
AMY1C_771	AMY1C	4	212	0	392	1039	721
AMY2A_772	AMY2A	353	1	0	0	478	536
AMY2A_773	AMY2A	383	509	2	599	746	635
AMY2A_774	AMY2A	1	593	0	576	429	271
AMY2A_775	AMY2A	1	388	0	315	477	322
AMY2B_776	AMY2B	1	1176	0	0	721	599
AMY2B_777	AMY2B	1576	74	0	331	971	665
AMY2B_778	AMY2B	1	312	0	323	1051	936
AMY2B_779	AMY2B	5	689	732	619	647	407
ANG_780	ANG	537	6	677	370	1360	955
ANG_781	ANG	1176	1044	721	2	1198	1286
ANG_782	ANG	2099	872	698	934	1636	714
ANG_783	ANG	1274	308	750	701	2199	1608
ANGPT1_784	ANGPT1	1	348	2	708	673	591
ANGPT1_785	ANGPT1	1071	762	0	204	1293	1093
ANGPT1_786	ANGPT1	1898	42	3	687	1328	1018
ANGPT1_787	ANGPT1	1415	1100	783	301	1619	1155
ANGPT2_788	ANGPT2	4	0	0	1	996	829
ANGPT2_789	ANGPT2	1	646	443	0	821	603
ANGPT2_790	ANGPT2	570	1	0	326	361	342
ANGPT2_791	ANGPT2	2	342	0	344	956	826
ANK1_792	ANK1	1899	469	0	669	1142	894
ANK1_793	ANK1	236	432	0	1023	1278	787
ANK1_794	ANK1	791	0	0	104	1080	702
ANK1_795	ANK1	1077	625	0	1	936	1000
ANK2_796	ANK2	0	328	0	1	611	395
ANK2_797	ANK2	1	186	0	2	324	312
ANK2_798	ANK2	4	238	695	543	580	430
ANK2_799	ANK2	515	598	1371	1097	1170	780
ANK3_800	ANK3	392	4	0	1	1083	730
ANK3_801	ANK3	416	862	2	308	1299	857
ANK3_802	ANK3	1320	0	0	0	690	582
ANK3_803	ANK3	965	1	2	334	1070	756
ANPEP_804	ANPEP	1	375	0	0	292	270
ANPEP_805	ANPEP	1	645	0	0	369	307
ANPEP_806	ANPEP	1	733	0	0	343	265
ANPEP_807	ANPEP	2	345	1869	1	832	639
SLC25A4_808	SLC25A4	1	577	0	1	373	308
SLC25A4_809	SLC25A4	851	3	0	0	310	190
SLC25A4_810	SLC25A4	0	566	0	0	528	429
SLC25A4_811	SLC25A4	0	2	0	0	357	322
SLC25A5_812	SLC25A5	309	0	0	359	335	251
SLC25A5_813	SLC25A5	1	0	0	0	447	304
SLC25A5_814	SLC25A5	1214	949	0	1	583	386
SLC25A5_815	SLC25A5	3046	0	0	2	653	186
SLC25A6_816	SLC25A6	1292	84	0	0	1364	1201
SLC25A6_817	SLC25A6	1	565	0	1	319	201
SLC25A6_818	SLC25A6	1675	618	382	1042	1721	1301
SLC25A6_819	SLC25A6	1214	4	0	3	1675	1037
ANXA1_820	ANXA1	390	605	996	357	434	351
ANXA1_821	ANXA1	662	484	1749	606	817	584
ANXA1_822	ANXA1	0	358	0	1	452	361
ANXA1_823	ANXA1	0	332	0	0	585	316
ANXA2_824	ANXA2	251	120	0	319	781	629
ANXA2_825	ANXA2	2	288	713	242	756	570
ANXA2_826	ANXA2	95	1968	2	3	986	580
ANXA2_827	ANXA2	650	3	0	0	1068	628
ANXA3_828	ANXA3	1	2	0	0	435	352
ANXA3_829	ANXA3	0	1	0	0	361	237
ANXA3_830	ANXA3	1	1	0	1	332	309
ANXA3_831	ANXA3	315	1	0	289	271	197
ANXA4_832	ANXA4	1	557	0	1	624	550
ANXA4_833	ANXA4	817	9	0	642	1069	876
ANXA4_834	ANXA4	611	422	1480	0	1151	805
ANXA4_835	ANXA4	2190	1732	669	1238	1893	1551
ANXA5_836	ANXA5	955	166	0	632	1350	1134
ANXA5_837	ANXA5	1964	1221	300	1	1638	1169
ANXA5_838	ANXA5	503	4	0	303	254	201
ANXA5_839	ANXA5	3554	326	0	0	788	534
ANXA6_840	ANXA6	513	2988	0	1241	1183	745
ANXA6_841	ANXA6	606	516	0	3	1078	695
ANXA6_842	ANXA6	536	252	0	360	581	511
ANXA6_843	ANXA6	461	2	0	1	392	323
ANXA7_844	ANXA7	1169	0	0	0	734	549
ANXA7_845	ANXA7	415	377	0	626	601	434
ANXA7_846	ANXA7	2405	622	578	4	1516	1404
ANXA7_847	ANXA7	784	326	0	0	815	727
ANXA11_848	ANXA11	478	458	373	336	605	464
ANXA11_849	ANXA11	532	1	0	0	375	348
ANXA11_850	ANXA11	473	770	0	1	1004	902
ANXA11_851	ANXA11	4	3	0	0	853	620
ANXA13_852	ANXA13	798	1409	0	0	1249	884
ANXA13_853	ANXA13	1404	211	537	1	1024	926
ANXA13_854	ANXA13	2362	694	0	639	1129	1025
ANXA13_855	ANXA13	1021	382	2	2	1379	1147
AOAH_856	AOAH	448	425	0	0	774	618
AOAH_857	AOAH	404	427	0	1	433	334
AOAH_858	AOAH	0	1	0	0	437	315
AOAH_859	AOAH	465	443	0	297	1175	981
AOC2_860	AOC2	694	1	630	458	767	666
AOC2_861	AOC2	2	972	2	626	1433	978
AOC2_862	AOC2	2	706	2	432	898	582
AOC2_863	AOC2	6	1868	2	643	1028	800
AOX1_864	AOX1	700	1	0	0	324	215
AOX1_865	AOX1	4	682	770	301	679	510
AOX1_866	AOX1	1	249	0	268	272	215
AOX1_867	AOX1	1	345	0	0	607	507
APAF1_868	APAF1	517	9	0	0	961	976
APAF1_869	APAF1	1254	1089	0	340	1386	1187
APAF1_870	APAF1	2	1555	0	1	1000	629
APAF1_871	APAF1	306	300	0	0	1167	831
NUDT2_872	NUDT2	1205	4	3	329	1088	724
NUDT2_873	NUDT2	1305	246	2	0	1498	971
NUDT2_874	NUDT2	344	655	0	730	1068	916
NUDT2_875	NUDT2	2582	449	4328	370	1533	1205
APOF_876	APOF	4	730	724	521	1132	1009
APOF_877	APOF	1102	1	0	344	932	747
APOF_878	APOF	1	10	0	0	617	450
APOF_879	APOF	44	483	0	430	614	524
APBA1_880	APBA1	1	163	333	2	718	561
APBA1_881	APBA1	0	2	0	626	794	564
APBA1_882	APBA1	1014	318	0	2	523	259
APBA1_883	APBA1	4	295	724	667	720	545
APBA2_884	APBA2	1	475	0	1	500	487
APBA2_885	APBA2	451	429	0	701	515	383
APBA2_886	APBA2	2	2	659	0	319	245
APBA2_887	APBA2	1	0	0	0	712	436
APBB1_888	APBB1	1	218	0	0	503	246
APBB1_889	APBB1	372	160	685	3	361	326
APBB1_890	APBB1	1	1353	244	315	772	716
APBB1_891	APBB1	572	778	643	3	1048	792
APBB2_892	APBB2	1334	550	0	226	688	561
APBB2_893	APBB2	396	1	0	1	644	378
APBB2_894	APBB2	589	65	0	0	494	282
APBB2_895	APBB2	346	243	0	277	392	279
APC_896	APC	959	175	0	0	551	471
APC_897	APC	603	679	0	634	1145	718
APC_898	APC	1	996	0	1	747	637
APC_899	APC	4	2	0	650	1047	744
APCS_900	APCS	482	1698	3	499	1629	1070
APCS_901	APCS	115	549	0	1217	823	958
APCS_902	APCS	1169	354	371	593	1372	1052
APCS_903	APCS	959	1209	2	2	1278	989
AIRE_904	AIRE	0	0	0	0	3	0
AIRE_905	AIRE	338	338	656	0	529	323
AIRE_906	AIRE	1	124	0	0	919	572
AIRE_907	AIRE	1	542	0	665	507	377
APEH_908	APEH	2	613	0	1	1024	608
APEH_909	APEH	1057	896	532	1	1251	885
APEH_910	APEH	425	5	0	343	1437	1132
APEH_911	APEH	995	1234	0	306	1181	889
APEX1_912	APEX1	583	559	0	871	1075	648
APEX1_913	APEX1	1130	40	0	2	1028	684
APEX1_914	APEX1	0	397	0	206	541	363
APEX1_915	APEX1	2	691	0	657	498	506
BIRC2_916	BIRC2	644	93	721	2	807	628
BIRC2_917	BIRC2	565	694	0	4	635	501
BIRC2_918	BIRC2	739	595	2	1	793	717
BIRC2_919	BIRC2	2909	5	503	302	1014	691
BIRC3_920	BIRC3	0	8	0	1	469	343
BIRC3_921	BIRC3	0	191	373	3	451	372
BIRC3_922	BIRC3	565	625	0	2	943	907
BIRC3_923	BIRC3	686	4	0	0	954	855
XIAP_924	XIAP	911	2	0	1	661	443
XIAP_925	XIAP	208	2	740	1030	773	589
XIAP_926	XIAP	1	254	0	0	596	403
XIAP_927	XIAP	1	306	0	0	537	484
BIRC5_928	BIRC5	0	452	0	5	587	382
BIRC5_929	BIRC5	923	2	0	1	356	253
BIRC5_930	BIRC5	508	227	0	1	441	472
BIRC5_931	BIRC5	0	1	0	0	452	353
APLP1_932	APLP1	549	1056	5	867	846	677
APLP1_933	APLP1	941	1011	0	2	1161	813
APLP1_934	APLP1	637	941	0	626	882	692
APLP1_935	APLP1	354	0	773	0	600	567
APLP2_936	APLP2	810	451	0	4	431	560
APLP2_937	APLP2	1	1	0	0	297	186
APLP2_938	APLP2	1	0	623	0	408	348
APLP2_939	APLP2	876	725	2	0	917	689
APOA1_940	APOA1	1	164	1551	0	362	256
APOA1_941	APOA1	0	298	0	1	435	388
APOA1_942	APOA1	764	934	622	816	786	490
APOA1_943	APOA1	1	0	0	0	339	237
APOA2_944	APOA2	5	2	0	700	623	407
APOA2_945	APOA2	1825	438	359	1598	1084	941
APOA2_946	APOA2	996	1273	0	2	760	631
APOA2_947	APOA2	1870	214	680	682	1273	1176
APOA4_948	APOA4	432	172	0	360	1347	1080
APOA4_949	APOA4	309	1123	0	210	1057	811
APOA4_950	APOA4	1419	186	340	626	1377	988
APOA4_951	APOA4	1195	226	106	589	1127	1064
APOB_952	APOB	311	1062	368	3	1123	752
APOB_953	APOB	486	1008	2	0	1412	1236
APOB_954	APOB	964	3052	0	190	1554	1187
APOB_955	APOB	1001	639	512	680	1683	1265
APOBEC1_956	APOBEC1	654	1413	0	3	996	756
APOBEC1_957	APOBEC1	1002	898	727	2	1381	1206
APOBEC1_958	APOBEC1	901	209	0	296	977	821
APOBEC1_959	APOBEC1	732	810	0	358	1453	1164
APOC1_960	APOC1	4	257	0	327	846	522
APOC1_961	APOC1	0	240	680	322	737	548
APOC1_962	APOC1	1	409	0	0	605	509
APOC1_963	APOC1	1	681	0	308	1553	1289
AQP8_964	AQP8	742	725	2	2043	1451	1177
AQP8_965	AQP8	625	0	0	0	939	684
AQP8_966	AQP8	1111	445	0	2	1063	781
AQP8_967	AQP8	349	318	695	206	1477	1021
APOC2_968	APOC2	0	0	0	4	204	224
APOC2_969	APOC2	0	642	682	0	472	200
APOC2_970	APOC2	2	4	0	694	831	696
APOC2_971	APOC2	1068	448	657	2	409	368
APOC3_972	APOC3	681	988	6692	7	1886	1722
APOC3_973	APOC3	515	693	0	982	1903	1632
APOC3_974	APOC3	728	973	2	1	1391	1223
APOC3_975	APOC3	4	625	0	0	1662	1250
APOC4_976	APOC4	351	322	0	3	713	511
APOC4_977	APOC4	6	696	1904	4	1037	1012
APOC4_978	APOC4	395	87	553	1197	866	521
APOC4_979	APOC4	319	163	0	319	674	600
APOD_980	APOD	622	509	2	0	403	319
APOD_981	APOD	1	786	0	2	438	598
APOD_982	APOD	1	257	0	0	596	484
APOD_983	APOD	892	2	0	342	875	692
APOE_984	APOE	189	0	687	2	597	432
APOE_985	APOE	4	223	0	191	648	444
APOE_986	APOE	245	1	0	0	450	472
APOE_987	APOE	2337	1085	2	5	975	675
APOH_988	APOH	0	0	0	0	506	335
APOH_989	APOH	1	301	0	0	407	374
APOH_990	APOH	974	966	0	342	1734	1226
APOH_991	APOH	47	1026	672	173	427	264
APP_992	APP	1656	90	573	598	889	689
APP_993	APP	249	653	0	0	619	429
APP_994	APP	88	14	0	0	383	228
APP_995	APP	582	140	0	0	897	570
APRT_996	APRT	601	240	0	325	1264	1078
APRT_997	APRT	1545	517	0	675	1747	1086
APRT_998	APRT	4	363	0	83	1074	668
APRT_999	APRT	578	289	669	3	1443	1201
KLK3_1000	KLK3	0	0	0	0	9	5
KLK3_1001	KLK3	3391	386	3	340	1648	1127
KLK3_1002	KLK3	1222	338	0	317	1377	1140
KLK3_1003	KLK3	926	331	2	2	1843	1269
FAS_1004	FAS	633	1659	1452	630	1308	967
FAS_1005	FAS	1440	1211	0	1119	1087	903
FAS_1006	FAS	1404	1605	457	325	932	696
FAS_1007	FAS	241	687	372	2	1542	1028
FASLG_1008	FASLG	1	326	0	542	739	507
FASLG_1009	FASLG	1	1	0	1	434	308
FASLG_1010	FASLG	510	1005	522	318	829	755
FASLG_1011	FASLG	493	141	0	0	541	420
SHROOM2_1012	SHROOM2	522	0	0	0	255	221
SHROOM2_1013	SHROOM2	0	0	0	0	194	156
SHROOM2_1014	SHROOM2	1080	389	358	2	1267	1069
SHROOM2_1015	SHROOM2	2319	1022	3	804	1683	1218
AQP1_1016	AQP1	300	1	0	326	558	434
AQP1_1017	AQP1	506	2	0	0	280	267
AQP1_1018	AQP1	367	2	0	304	647	371
AQP1_1019	AQP1	990	389	0	634	691	681
AQP2_1020	AQP2	609	1	0	0	21	11
AQP2_1021	AQP2	410	372	1120	3	971	635
AQP2_1022	AQP2	4	305	0	0	472	460
AQP2_1023	AQP2	434	392	0	1	373	289
AQP3_1024	AQP3	1251	223	667	613	1409	1156
AQP3_1025	AQP3	221	187	0	2234	1119	902
AQP3_1026	AQP3	1400	724	264	1	1402	963
AQP3_1027	AQP3	4	1219	648	368	1389	1196
AQP4_1028	AQP4	0	61	0	312	621	514
AQP4_1029	AQP4	533	494	0	331	486	532
AQP4_1030	AQP4	401	1061	2	2	456	295
AQP4_1031	AQP4	1340	768	0	301	923	697
AQP5_1032	AQP5	1	86	0	262	524	294
AQP5_1033	AQP5	166	0	0	0	337	200
AQP5_1034	AQP5	0	22	0	0	311	201
AQP5_1035	AQP5	399	2	0	0	514	368
AQP6_1036	AQP6	0	0	0	0	210	147
AQP6_1037	AQP6	427	926	0	2	823	662
AQP6_1038	AQP6	593	342	1296	293	782	611
AQP6_1039	AQP6	1022	400	0	890	361	219
AQP7_1040	AQP7	438	473	0	998	921	714
AQP7_1041	AQP7	1033	919	0	298	532	374
AQP7_1042	AQP7	4	2	1885	0	1037	863
AQP7_1043	AQP7	0	257	692	295	1091	968
AQP9_1044	AQP9	0	0	0	0	178	182
AQP9_1045	AQP9	746	659	0	608	885	578
AQP9_1046	AQP9	330	130	599	1243	1180	773
AQP9_1047	AQP9	1197	447	0	564	644	501
AR_1048	AR	353	0	0	0	576	365
AR_1049	AR	621	161	0	949	721	641
AR_1050	AR	748	535	2	3	504	493
AR_1051	AR	1708	2074	1159	2	1765	1274
ABCC6_1052	ABCC6	1	412	0	0	525	353
ABCC6_1053	ABCC6	0	597	0	2	512	446
ABCC6_1054	ABCC6	491	455	0	2	504	269
ABCC6_1055	ABCC6	573	2	0	332	868	562
ARAF_1056	ARAF	0	1	0	0	502	451
ARAF_1057	ARAF	312	495	0	631	356	211
ARAF_1058	ARAF	924	281	0	532	451	483
ARAF_1059	ARAF	0	1	0	1	577	304
ARCN1_1060	ARCN1	0	3	0	572	855	702
ARCN1_1061	ARCN1	619	232	3	684	1004	895
ARCN1_1062	ARCN1	652	81	651	1	1026	835
ARCN1_1063	ARCN1	689	488	0	2	1197	920
TRIM23_1064	TRIM23	417	515	1377	2084	1276	791
TRIM23_1065	TRIM23	2214	448	2	356	1137	788
TRIM23_1066	TRIM23	4	237	662	460	1349	1248
TRIM23_1067	TRIM23	453	372	0	0	1217	1112
AREG_1068	AREG	0	44	0	1	311	248
AREG_1069	AREG	0	223	0	1	468	295
